PRICE,TIMESTAMP
10006.325,1569201602.2838707
10005.315,1569201632.8494005
10004.3,1569201663.2260776
10004.3,1569201693.4046354
10000.08,1569201723.6376138
9999.15,1569201753.7816029
9999.135,1569201784.030853
9999.135,1569201814.230275
9999.135,1569201844.5476406
9999.135,1569201875.227526
9999.135,1569201905.6923606
9999.135,1569201935.9727087
9995.955,1569201969.3267581
9995.955,1569201999.499464
9994.015,1569202029.7152004
9993.745,1569202059.901152
9994.345,1569202090.1038985
9994.42,1569202120.5424201
9994.42,1569202150.6960163
9993.355,1569202180.8969157
9987.93,1569202211.0961397
9988.375,1569202241.3562062
9985.495,1569202272.0329576
9985.495,1569202302.4418378
9985.495,1569202332.627531
9985.495,1569202362.7942739
9985.495,1569202393.0071795
9985.015,1569202423.2052717
9983.685,1569202453.3824854
9973.795,1569202483.8691041
9975.505,1569202514.5758832
9975.505,1569202544.8457544
9975.855,1569202596.5044951
9975.855,1569202626.7894983
9976.055,1569202656.9500556
9976.855,1569202687.2070396
9983.695,1569203903.1740727
9983.695,1569203933.5884154
9983.695,1569203964.1761258
9983.695,1569203994.371684
9985.915,1569204024.5465546
9986.365,1569204054.7995343
9986.645,1569204085.0560193
9987.875,1569204115.2659638
9988.375,1569204145.4573243
9988.365,1569204175.6565874
9988.365,1569204206.0199833
9988.365,1569204236.356327
9988.875,1569204266.7203717
9988.875,1569204297.0121992
9991.985,1569204327.5414658
9991.985,1569204357.8128393
9991.955,1569204388.485024
9991.955,1569204418.638994
9993.27,1569204448.9288805
9993.365,1569204479.126177
9964.225,1569207584.004535
9963.22,1569207614.8277292
9959.395,1569207648.3309875
9959.395,1569207678.613638
9959.375,1569207708.8316863
9959.375,1569207739.1635456
9958.005,1569207770.0405762
9958.005,1569207801.8920014
9958.005,1569207832.525266
9958.005,1569207862.7846863
9958.005,1569207893.0171144
9956.66,1569207923.2206323
9950.355,1569207953.6620736
9945.995,1569207983.9609199
9947.935,1569208014.8548265
9942.635,1569208045.3823168
9942.635,1569208075.554122
9942.185,1569208106.4480126
9946.53,1569208136.6143122
9948.29,1569208166.8475344
9945.89,1569208197.1928942
9946.255,1569208227.502591
9947.675,1569208257.99133
9947.385,1569208288.8027885
9947.585,1569208319.4083772
9947.585,1569208349.8039255
9944.45,1569208380.074786
9944.355,1569208410.2756672
9944.115,1569208440.4898705
9944.395,1569208470.6441453
9944.355,1569208500.8874164
9940.005,1569208531.0477457
9941.365,1569208561.4906855
9941.365,1569208591.8428538
9947.885,1569208622.0251281
9949.415,1569208652.2857132
9950.26,1569208682.4608135
9951.72,1569208712.6168208
9954.465,1569208742.8100626
9955.965,1569208773.1558878
9956.465,1569208793.7156951
9956.465,1569208823.974425
9961.925,1569208854.2064745
9963.46,1569208884.4466083
9963.505,1569208914.907987
9963.505,1569208945.1844087
9963.505,1569208975.5912998
9963.97,1569209006.0764682
9963.97,1569209036.297313
9963.97,1569209066.4961019
9963.505,1569209096.6523566
9963.845,1569209126.8582046
9964.045,1569209157.094092
9964.045,1569209187.3802218
9964.045,1569209217.5947926
9964.045,1569209247.7825572
9964.045,1569209277.9239159
9963.505,1569209308.2123168
9962.32,1569209338.5101085
9961.295,1569209368.75982
9963.445,1569209398.9752932
9964.03,1569209429.3687003
9964.03,1569209459.5604942
9964.045,1569209489.7765806
9964.045,1569209520.1878326
9964.045,1569209550.4213836
9964.045,1569209580.6594875
9964.015,1569209611.0754204
9964.015,1569209641.2717087
9963.445,1569209671.4993498
9955.025,1569209701.6521287
9955.485,1569209731.894467
9955.485,1569209762.095839
9955.485,1569209792.3635545
9955.485,1569209822.6153884
9955.485,1569209852.9021127
9955.485,1569209883.093435
9952.255,1569209913.245497
9950.005,1569209943.477821
9948.595,1569209974.1715367
9952.5,1569210004.8037107
9952.5,1569210034.9691563
9951.615,1569210065.2324784
9950.695,1569210095.6007028
9950.905,1569210125.7442012
9952.105,1569210156.2110326
9952.105,1569210186.4965286
9953.105,1569210216.7082157
9950.555,1569210247.0111666
9951.105,1569210277.3455586
9951.675,1569210307.8952205
9952.205,1569210338.5434177
9952.205,1569210368.7451367
9952.675,1569210399.1469092
9956.995,1569210429.3816123
9957.495,1569210459.5974138
9955.875,1569210489.9710073
9953.195,1569210520.397861
9953.195,1569210550.5831447
9955.17,1569210580.7568712
9953.21,1569210610.9881933
9951.675,1569210641.1159081
9951.675,1569210671.4348328
9951.675,1569210701.672247
9951.675,1569210734.442395
9951.675,1569210764.661213
9952.005,1569210794.9093957
9954.195,1569210825.1833556
9954.865,1569210855.3624241
9955.255,1569210885.5547228
9956.485,1569210915.7390902
9956.485,1569210945.898868
9958.265,1569210976.3070595
9958.265,1569211006.5562947
9961.725,1569211036.8450804
9962.41,1569211067.194015
9962.58,1569211097.415211
9964.995,1569211127.8303404
9968.99,1569211158.2603674
9968.99,1569211188.798379
9971.135,1569211219.2341006
9971.355,1569211249.5252357
9971.255,1569211279.8502047
9972.345,1569211310.0985122
9971.735,1569211340.4216003
9971.535,1569211371.281575
9971.535,1569211401.4907818
9971.255,1569211431.6649752
9971.255,1569211461.8779595
9972.02,1569211492.1052492
9972.225,1569211522.2850099
9969.755,1569211552.4701734
9969.755,1569211583.0129123
9969.785,1569211613.7288222
9969.785,1569211644.2937164
9969.785,1569211674.5819573
9970.97,1569211704.7858634
9971.095,1569211735.0363948
9971.095,1569211765.2811863
9972.095,1569211795.5142708
9972.095,1569211826.2062225
9972.095,1569211856.4046152
9972.095,1569211886.5886097
9972.095,1569211916.8104045
9972.095,1569211947.208714
9969.755,1569211977.5072064
9969.005,1569212008.100013
9969.005,1569212038.3511198
9969.005,1569212068.552407
9968.705,1569212098.8577275
9970.345,1569212129.070872
9972.105,1569212160.9024734
9977.015,1569212191.4844048
9977.015,1569212221.8562105
9977.015,1569212252.190014
9977.295,1569212282.4028893
9980.015,1569212312.618451
9980.015,1569212342.9296246
9982.015,1569212373.2104878
9985.005,1569212403.9541094
9981.325,1569213145.295643
9981.405,1569213175.9320557
9981.405,1569213206.6804554
9981.405,1569213236.886864
9981.405,1569213267.1189258
9980.155,1569213297.3045754
9980.155,1569213327.5384502
9978.995,1569213357.7438931
9978.005,1569213388.130011
9978.005,1569213418.4648442
9978.005,1569213448.694478
9975.355,1569213478.905641
9974.905,1569213509.1400516
9976.605,1569213539.3360722
9975.42,1569213569.5288463
9974.915,1569213599.9425907
9974.905,1569213630.4547217
9974.905,1569213660.7394106
9974.905,1569213690.9943843
9974.845,1569213721.2607641
9974.095,1569213751.4912562
9971.4,1569213781.720852
9972.865,1569213812.3696406
9972.865,1569213842.579361
9974.635,1569213872.7942789
9973.785,1569213903.0509608
9972.76,1569213933.565358
9972.76,1569213963.807793
9968.86,1569213994.3792548
9968.055,1569214024.5220208
9968.055,1569214054.7957454
9970.225,1569214085.3309233
9970.225,1569214115.586591
9969.495,1569214145.8939946
9968.275,1569214176.1189063
9967.58,1569214206.4156451
9967.56,1569214236.7722242
9967.005,1569214267.4667907
9967.005,1569214297.7687423
9966.625,1569214328.0351017
9967.0,1569214358.281137
9967.3,1569214388.4780955
9968.115,1569214418.6915617
9968.115,1569214448.9019828
9968.87,1569214479.0854363
9968.645,1569214509.3267899
9968.505,1569214539.6133225
9968.505,1569214569.91192
9968.645,1569214600.6735365
9968.645,1569214630.8334408
9969.065,1569214661.0496576
9969.105,1569214691.2334075
9969.315,1569214721.4690828
9971.025,1569214751.625255
9973.025,1569214782.2187433
9973.025,1569214812.493145
9976.035,1569214842.6235244
9970.435,1569214872.8725953
9970.435,1569214903.1604395
9968.875,1569214933.3640833
9968.875,1569214963.5379403
9968.885,1569214994.3383372
9968.885,1569215024.6498373
9968.695,1569215054.8523126
9968.505,1569215085.4125335
9968.485,1569215115.6690524
9968.485,1569215146.3640573
9968.485,1569215176.545374
9968.485,1569215206.7589543
9969.05,1569215236.9607227
9968.975,1569215267.1667025
9968.55,1569215297.450147
9969.045,1569215327.7832973
9969.045,1569215357.9463913
9968.485,1569215388.157726
9968.485,1569215418.3279467
9968.485,1569215448.583471
9968.485,1569215478.7454815
9968.24,1569215509.2745688
9968.24,1569215539.4563932
9968.485,1569215569.66503
9968.975,1569215599.9796283
9968.975,1569215630.145939
9968.975,1569215660.381509
9968.975,1569215690.762971
9969.485,1569215721.399991
9969.475,1569215754.9988427
9969.475,1569215785.3528852
9969.475,1569215815.5660791
9969.475,1569215845.69931
9969.475,1569215875.947821
9966.005,1569215906.1791692
9963.49,1569215936.5657709
9963.49,1569215966.7711275
9963.82,1569215996.9768796
9963.975,1569216027.274815
9952.99,1569216057.4580348
9954.095,1569216087.657749
9954.095,1569216117.78141
9956.095,1569216148.2598267
9956.095,1569216178.4805477
9956.735,1569216208.665437
9955.36,1569216238.8276772
9956.49,1569216269.0292232
9956.195,1569216299.2371264
9955.47,1569216329.8012064
9951.095,1569216360.3433013
9951.095,1569216390.5354447
9951.095,1569216420.7190814
9951.095,1569216451.0760803
9954.495,1569216481.4106848
9955.495,1569216511.6475363
9954.135,1569216541.8302243
9954.135,1569216572.409506
9961.665,1569216604.0759668
9958.665,1569216634.5080845
9958.665,1569216664.7855768
9962.855,1569216695.1292706
9961.25,1569216725.3568785
9961.355,1569216755.5979898
9961.355,1569216786.147541
9956.175,1569216816.6115327
9956.175,1569216846.831164
9951.47,1569216877.4194121
9952.165,1569216907.7093961
9954.165,1569216938.4774559
9954.165,1569216968.6668303
9954.165,1569216998.8159614
9954.665,1569217029.2020805
9955.04,1569217059.3066518
9953.005,1569217089.8518364
9947.21,1569217120.4242587
9947.21,1569217150.613497
9939.975,1569217180.8080647
9939.995,1569217211.126325
9939.015,1569217241.335041
9939.995,1569217271.9331198
9939.995,1569217302.1809568
9939.995,1569217332.3992157
9939.995,1569217362.5991406
9939.995,1569217392.9081495
9939.995,1569217423.1921542
9938.925,1569217453.3630357
9935.06,1569217483.7798057
9935.06,1569217513.8999727
9931.145,1569217544.0484688
9939.995,1569217574.236002
9944.065,1569217604.468441
9946.385,1569217634.6765454
9946.165,1569217665.274553
9946.165,1569217695.4520228
9946.365,1569217725.585566
9948.565,1569217755.6997764
9949.065,1569217785.831262
9949.565,1569217816.2342665
9949.565,1569217846.410817
9950.065,1569217876.6459696
9950.565,1569217906.8203602
9950.565,1569217937.0645568
9951.125,1569217967.191422
9950.885,1569217997.2972097
9951.66,1569218027.831365
9952.065,1569218058.5831444
9952.065,1569218088.7310328
9952.565,1569218118.8872378
9952.975,1569218149.0573857
9952.975,1569218179.239446
9952.975,1569218209.4754777
9952.975,1569218239.638881
9952.975,1569218269.9476898
9952.975,1569218300.0995195
9952.975,1569218330.2410727
9952.975,1569218360.4211595
9952.975,1569218390.7270367
9946.565,1569218420.9307234
9946.565,1569218451.113885
9946.565,1569218481.3416085
9946.565,1569218511.5763953
9944.075,1569218541.7135386
9934.32,1569218572.2966528
9934.32,1569218602.5095768
9932.135,1569218632.781631
9934.135,1569218662.948401
9934.135,1569218693.1490963
9934.135,1569218723.3407836
9878.375,1569218753.6106231
9911.575,1569218784.2513804
9911.575,1569218814.5883784
9909.335,1569218844.7863333
9914.41,1569218875.0450966
9903.565,1569218905.2823231
9896.565,1569218935.601055
9897.995,1569218966.228364
9897.995,1569218996.5129008
9901.16,1569219026.9233298
9910.895,1569219057.1633296
9917.415,1569219087.3853967
9916.375,1569219118.0076416
9916.365,1569219149.0442526
9912.295,1569219179.6587858
9907.9,1569219210.2540386
9907.9,1569219240.4538977
9907.905,1569219270.725803
9907.905,1569219301.153623
9907.905,1569219331.3712142
9908.105,1569219361.9187574
9908.105,1569219392.563087
9908.105,1569219422.7550924
9905.05,1569219453.2350082
9901.395,1569219483.5222616
9903.825,1569219513.9490461
9902.49,1569219544.1625698
9904.665,1569219574.8393788
9904.44,1569219605.251754
9904.44,1569219635.5125604
9903.64,1569219665.7626698
9896.545,1569219695.9885848
9896.545,1569219726.1490192
9896.1,1569219756.394682
9895.285,1569219786.6929524
9895.285,1569219817.1963553
9896.665,1569219849.1982331
9896.665,1569219879.669777
9896.565,1569219910.2699785
9895.285,1569219940.5286083
